Borough,Park or Playground,Week Start Date,Week End date,Sunday's Attendance,Monday's Attendance,Tuesday's Attendance,Wednesday's Attendance,Thursday's Attendance,Friday's Attendance,Saturday's Attendance,Total Attendance
Staten Island,Corporal Thompson - CPI,07/11/2017,07/15/2017,0,0,135,115,155,0,650,1055
Staten Island,Mahoney Playground,07/11/2017,07/15/2017,0,0,31,40,34,22,46,173
Staten Island,Westerleigh Park,07/11/2017,07/15/2017,0,0,75,50,50,0,300,475
Staten Island,PS 38,07/11/2017,07/15/2017,0,0,25,35,20,15,40,135
Queens,Beach 30th Playground - CPI,07/09/2017,07/15/2017,0,0,245,143,203,0,102,693
Brooklyn,Hattie Carthan,07/09/2017,07/15/2017,19,0,58,11,22,2,0,112
Brooklyn,Garibaldi Playground - CPI,07/09/2017,07/15/2017,0,0,75,80,50,5,45,255
Queens,Bayswater Park - CPI,07/09/2017,07/15/2017,0,0,117,192,284,0,252,845
Brooklyn,Maria Hernandez Park,07/09/2017,07/15/2017,0,0,50,40,56,0,70,216
Brooklyn,William Sheridan Playground - CPI,04/30/2017,05/06/2017,54,35,0,0,40,47,67,243
Brooklyn,Rappoport Playground,07/09/2017,07/15/2017,0,0,150,240,130,35,135,690
Brooklyn,Betsy Head Playground,07/09/2017,07/15/2017,0,0,90,100,85,100,100,475
Brooklyn,Carroll Park,07/09/2017,07/15/2017,0,50,40,35,32,41,0,198
Brooklyn,John J Carty Park - CPI,07/09/2017,07/15/2017,25,0,0,30,45,0,15,115
Brooklyn,Owls Head Park,07/09/2017,07/15/2017,0,0,57,31,71,0,61,220
Brooklyn,Lincoln Terrace Park,07/09/2017,07/15/2017,0,0,150,200,50,250,300,950
Brooklyn,St Andrew's Playground - CPI,07/09/2017,07/15/2017,0,0,70,50,50,15,60,245
Brooklyn,Vincent Abate Playground - CPI,07/09/2017,07/15/2017,0,0,78,67,69,34,63,311
Brooklyn,Osborn Playground,07/09/2017,07/15/2017,0,0,38,40,23,30,36,167
Brooklyn,Seth Low,07/09/2017,07/15/2017,0,0,123,103,218,45,178,667
Brooklyn,Sternberg Park - CPI,04/18/2017,04/21/2017,0,0,46,30,37,40,0,153
Brooklyn,Marion Hopkinson Playground - CPI,07/09/2017,07/15/2017,0,14,21,20,10,15,0,80
Brooklyn,Dyker Beach Park - CPI,07/09/2017,07/15/2017,0,0,65,55,30,0,0,150
Brooklyn,Vincent Abate Playground - CPI,07/02/2017,07/08/2017,0,0,69,58,79,60,70,336
Brooklyn,Vincent Abate Playground - CPI,06/25/2017,07/01/2017,0,0,81,67,61,78,59,346
Brooklyn,William Sheridan Playground - CPI,07/09/2017,07/15/2017,0,30,31,40,43,33,0,177
Brooklyn,St Johns Playground - CPI,07/09/2017,07/15/2017,0,60,60,70,80,85,0,355
Brooklyn,Brownsville Playground,07/09/2017,07/15/2017,0,0,29,38,42,24,51,184
Brooklyn,Maria Hernandez Park,07/02/2017,07/08/2017,0,0,67,43,50,61,70,291
Queens,Athens Square Park - CPI,07/02/2017,07/09/2017,0,0,122,140,125,155,210,752
Brooklyn,Brownsville Playground,07/02/2017,07/08/2017,0,0,23,44,56,39,34,196
Brooklyn,Sternberg Park - CPI,04/24/2017,04/28/2017,0,36,41,45,40,30,0,192
Queens,Charybdis Playground - CPI,07/02/2017,07/09/2017,0,0,210,185,165,190,270,1020
Queens,Juniper Park,07/02/2017,07/09/2017,0,0,125,165,210,230,240,970
Queens,Lower Highland Playground,07/02/2017,07/09/2017,0,0,135,205,168,285,310,1103
Queens,Maple Playground - CPI,07/02/2017,07/09/2017,0,0,210,190,165,250,290,1105
Queens,London Planetree,07/02/2017,07/09/2017,0,0,95,88,130,210,230,753
Queens,Yellowstone Park,07/02/2017,07/09/2017,0,0,115,140,98,75,210,638
Queens,Buz O'Rourke,07/02/2017,07/09/2017,0,0,80,75,92,130,185,562
Manhattan,Union Square,07/11/2017,07/15/2017,0,0,68,162,0,0,225,455
Manhattan,Seward Park - CPI,07/11/2017,07/15/2017,0,0,330,600,280,0,475,1685
Manhattan,St. Catherine's Park,07/11/2017,07/15/2017,0,0,110,135,0,0,160,405
Brooklyn,William Sheridan Playground - CPI,05/01/2017,05/06/2017,0,0,0,0,0,0,0,0
Manhattan,Tompkins Square Park - CPI,07/11/2017,07/15/2017,0,0,698,817,0,0,455,1970
Manhattan,Little Flower,07/11/2017,07/15/2017,0,0,170,0,0,0,110,280
Brooklyn,linden park,07/09/2017,07/15/2017,0,0,67,88,93,23,78,349
Manhattan,Columbus Park - CPI,07/11/2017,07/15/2017,0,0,615,748,0,0,741,2104
Brooklyn,LINDEN PARK,07/01/2017,07/08/2017,0,0,89,95,81,109,110,484
Brooklyn,Maria Hernandez Park,07/16/2017,07/22/2017,0,0,55,50,40,60,45,250
Brooklyn,LINDEN PARK,07/16/2017,07/22/2017,0,0,90,80,100,100,60,430
Brooklyn,Garibaldi Playground - CPI,07/16/2017,07/22/2017,0,0,70,45,60,55,40,270
Brooklyn,John J Carty Park - CPI,07/16/2017,07/22/2017,45,0,0,35,20,30,15,145
Brooklyn,Kaiser Park,07/16/2017,07/22/2017,0,0,11,15,21,10,13,70
Staten Island,Mason Playground,04/17/2017,04/22/2017,0,0,150,60,0,0,0,210
Brooklyn,Sternberg Park - CPI,05/01/2017,05/05/2017,0,41,45,50,35,0,0,171
Brooklyn,Dyker Beach Park - CPI,07/16/2017,07/22/2017,0,0,35,30,30,35,25,155
Brooklyn,McLaughlin Park,07/16/2017,07/22/2017,0,0,33,16,12,14,21,96
Brooklyn,Seth Low,07/09/2017,07/15/2017,250,150,210,100,115,0,0,825
Brooklyn,Rappoport Playground,07/16/2017,07/22/2017,0,0,245,110,130,165,180,830
Brooklyn,Sternberg Park - CPI,07/16/2017,07/22/2017,0,0,97,103,85,112,98,495
Brooklyn,Hattie Carthan,07/16/2017,07/22/2017,0,0,4,18,2,17,5,46
Brooklyn,Carroll Park,07/16/2017,07/22/2017,0,0,65,45,35,35,50,230
Brooklyn,Brownsville Playground,07/16/2017,07/22/2017,0,0,31,40,45,30,58,204
Brooklyn,St Andrew's Playground - CPI,07/16/2017,07/22/2017,0,0,71,57,60,68,77,333
Bronx,Rev. James Polite Playground - CPI,07/16/2017,07/22/2017,0,0,0,0,0,0,0,0
Brooklyn,Lincoln Terrace Park,05/08/2017,05/13/2017,0,0,0,0,0,0,0,0
Bronx,Claremont Park,07/16/2017,07/22/2017,0,0,48,34,49,53,0,184
Bronx,Abrams Playground,07/16/2017,07/22/2017,0,0,30,0,0,30,50,110
Queens,Athens Square Park - CPI,06/07/2017,06/13/2017,0,0,112,112,101,131,86,542
Queens,Charybdis Playground - CPI,06/04/2017,06/10/2017,0,0,0,120,300,270,300,990
Bronx,Martin Van Buren Playground,07/16/2017,07/22/2017,0,0,67,47,50,60,0,224
Bronx,PFC Lozada Playground - CPI,07/16/2017,07/22/2017,0,0,30,31,37,42,40,180
Bronx,St Mary's East Playground,07/16/2017,07/22/2017,0,0,50,35,40,55,0,180
Queens,Maple Playground - CPI,06/04/2017,06/10/2017,0,0,301,343,421,333,306,1704
Bronx,Tremont Park,07/16/2017,07/22/2017,0,0,26,34,29,38,55,182
Bronx,Horseshoe Playground - CPI,07/16/2017,07/22/2017,0,0,38,42,36,32,30,178
Brooklyn,Lincoln Terrace Park,05/01/2017,05/06/2017,0,0,52,67,68,83,92,362
Bronx,St. James Park,07/16/2017,07/22/2017,0,0,180,172,167,181,125,825
Bronx,Loreto Playground,07/16/2017,07/22/2017,0,0,57,32,35,31,50,205
Bronx,Tiffany Playground,07/16/2017,07/22/2017,0,0,65,75,35,55,45,275
Bronx,Mott Playground - CPI,07/16/2017,07/22/2017,0,0,30,55,65,59,0,209
Bronx,Dawson Playground - CPI,07/16/2017,07/22/2017,0,0,83,90,76,120,107,476
Bronx,Slattery Playground - CPI,07/16/2017,07/22/2017,0,0,75,80,70,80,0,305
Bronx,Flynn Playground - CPI,07/16/2017,07/22/2017,0,0,22,48,46,43,0,159
Bronx,Barreto Playground - CPI,07/16/2017,07/22/2017,0,0,46,63,64,49,0,222
Bronx,Mullaly Skate Park,07/16/2017,07/22/2017,0,0,30,70,90,95,102,387
Bronx,Echo Park,07/16/2017,07/22/2017,0,0,43,15,43,28,20,149
Brooklyn,Marion Hopkinson Playground - CPI,04/17/2017,05/22/2017,0,0,21,24,28,33,39,145
Bronx,Willis Playground - CPI,07/16/2017,07/22/2017,0,0,70,82,85,75,67,379
Brooklyn,Osborn Playground,07/16/2017,07/22/2017,0,0,32,33,30,36,35,166
Brooklyn,Lincoln Terrace Park,07/16/2017,07/22/2017,0,0,200,100,100,75,150,625
Bronx,People's Park,07/16/2017,07/22/2017,0,0,0,22,35,42,56,155
Brooklyn,Betsy Head Playground,07/16/2017,07/22/2017,0,0,100,100,80,90,80,450
Queens,Athens Square Park - CPI,07/16/2017,07/22/2017,0,0,54,62,52,48,17,233
Queens,Buz O'Rourke,07/16/2017,07/22/2017,0,0,85,35,60,50,60,290
Staten Island,PS 35,07/05/2017,07/08/2017,0,0,0,56,46,25,165,292
Queens,Charybdis Playground - CPI,07/16/2017,07/22/2017,0,0,235,105,115,0,300,755
Staten Island,PS 35,07/18/2017,07/22/2017,0,0,35,0,20,15,200,270
Brooklyn,Marion Hopkinson Playground - CPI,04/24/2017,04/29/2017,0,0,22,25,30,31,40,148
Queens,Colden Playground - CPI,07/16/2017,07/22/2017,0,0,37,34,26,30,15,142
Staten Island,PS 35,07/11/2017,07/15/2017,0,0,30,70,35,8,280,423
Queens,Lower Highland Playground,07/16/2017,07/22/2017,0,0,30,20,5,20,15,90
Staten Island,PS 55/Martinson Playground,07/18/2017,07/22/2017,0,0,89,59,48,46,46,288
Staten Island,Schmul Playground,07/18/2017,07/22/2017,0,0,55,62,70,42,0,229
Queens,Mauro Playground,07/16/2017,07/22/2017,0,0,70,125,70,50,60,375
Staten Island,Mason Playground,07/18/2017,07/22/2017,0,0,80,100,120,160,180,640
Staten Island,Westerleigh Park,07/18/2017,07/22/2017,0,0,50,50,75,0,60,235
Staten Island,PS 38,07/18/2017,07/22/2017,0,0,30,35,15,20,0,100
Queens,Hoover - Manton Playgrounds,07/16/2017,07/22/2017,0,0,450,290,250,182,348,1520
Brooklyn,St Andrew's Playground - CPI,04/24/2017,04/29/2017,0,0,0,0,0,0,0,0
Queens,Charybdis Playground - CPI,07/09/2017,07/15/2017,0,0,230,120,100,0,220,670
Staten Island,Mahoney Playground,07/18/2017,07/22/2017,0,0,40,31,27,20,38,156
Queens,London Planetree,07/09/2017,07/15/2017,0,0,80,100,70,0,60,310
Queens,Athens Square Park - CPI,07/09/2017,07/15/2017,0,0,75,87,82,0,0,244
Queens,Buz O'Rourke,07/09/2017,07/15/2017,0,60,67,59,60,0,50,296
Queens,Lawrence Playground,07/09/2017,07/15/2017,0,0,0,45,85,0,125,255
Staten Island,Faber Park - CPI,07/11/2017,07/15/2017,0,0,87,65,98,76,90,416
Queens,Maple Playground - CPI,07/09/2017,07/15/2017,0,0,321,300,0,63,0,684
Queens,Beach 30th Playground - CPI,07/16/2017,07/22/2017,0,0,85,200,108,94,100,587
Staten Island,Faber Park - CPI,07/18/2017,07/22/2017,0,0,97,75,40,89,86,387
Brooklyn,Marion Hopkinson Playground - CPI,05/01/2017,05/06/2017,0,0,20,27,33,37,38,155
Queens,Beach 59th Street Playground - CPI,07/16/2017,07/22/2017,0,0,67,91,84,75,90,407
Queens,Beach 59th Street Playground - CPI,07/09/2017,07/15/2017,0,0,82,75,90,79,88,414
Queens,Brookville Playground,07/02/2017,07/08/2017,0,0,0,0,18,28,33,79
Queens,Brookville Playground,07/09/2017,07/15/2017,0,0,23,26,22,0,39,110
Queens,Brookville Playground,07/16/2017,07/22/2017,0,0,17,21,37,20,15,110
Queens,Colden Playground - CPI,07/02/2017,07/08/2017,0,0,0,60,53,64,40,217
Queens,Underhill Playground,07/16/2017,07/22/2017,0,0,0,0,0,0,0,0
Queens,Maple Playground - CPI,07/16/2017,07/22/2017,0,0,303,219,213,246,209,1190
Brooklyn,Owls Head Park,07/16/2017,07/22/2017,0,0,53,70,37,65,50,275
Staten Island,PS 14/Stapleton Playground,07/18/2017,07/22/2017,0,0,40,50,38,44,53,225
Brooklyn,St Andrew's Playground - CPI,04/18/2017,04/22/2017,0,0,30,25,30,45,0,130
Queens,Yellowstone Park,07/02/2017,07/08/2017,0,0,0,0,10,15,25,50
Queens,Yellowstone Park,07/09/2017,07/15/2017,0,0,15,15,15,0,25,70
Queens,Yellowstone Park,07/16/2017,07/22/2017,0,0,15,10,15,15,25,80
Queens,Linden Playground (Park of the Americas) - CPI,07/16/2017,07/22/2017,0,0,0,595,0,575,445,1615
Brooklyn,Seth Low,07/16/2017,07/22/2017,0,0,0,0,0,0,0,0
Brooklyn,Vincent Abate Playground - CPI,07/16/2017,07/22/2017,0,0,0,0,0,0,0,0
Brooklyn,William Sheridan Playground - CPI,07/16/2017,07/22/2017,0,80,0,70,65,55,70,340
Brooklyn,Coffey Park,07/09/2017,07/15/2017,0,0,76,70,65,80,49,340
Brooklyn,Coffey Park,07/16/2017,07/22/2017,0,0,49,65,77,70,69,330
Manhattan,J Hood Wright - CPI,07/11/2017,07/15/2017,0,0,75,78,0,0,110,263
Brooklyn,Marion Hopkinson Playground - CPI,05/08/2017,05/13/2017,0,0,0,0,0,0,0,0
Manhattan,Marcus Garvey,07/11/2017,07/15/2017,0,0,140,160,0,0,130,430
Manhattan,Bennett Playground,07/11/2017,07/15/2017,0,0,200,180,0,200,230,810
Manhattan,Fred Johnson,07/11/2017,07/15/2017,0,0,115,147,0,0,145,407
Manhattan,Wright Brothers Playground,07/11/2017,07/15/2017,0,0,230,192,107,0,166,695
Manhattan,White Park - CPI,07/11/2017,07/15/2017,0,0,67,70,0,0,25,162
Manhattan,Bloomingdale Playground,07/11/2017,07/15/2017,0,0,80,100,0,0,95,275
Manhattan,Poor Richard's Playground - CPI,07/11/2017,07/15/2017,0,0,80,80,80,0,100,340
Manhattan,Tompkins Square Park - CPI,07/18/2017,07/22/2017,771,952,741,782,0,500,768,4514
Manhattan,Washington Square park,07/18/2017,07/22/2017,0,0,0,43,28,43,48,162
Manhattan,Little Flower,07/18/2017,07/22/2017,0,0,149,99,0,164,173,585
Brooklyn,St Andrew's Playground - CPI,05/08/2017,05/13/2017,0,0,0,0,0,0,0,0
Manhattan,Union Square,07/18/2017,07/22/2017,0,0,164,106,78,86,148,582
Manhattan,St. Catherine's Park,07/18/2017,07/22/2017,0,0,155,80,0,0,80,315
Manhattan,Fred Johnson,07/18/2017,07/22/2017,0,0,168,101,0,0,145,414
Manhattan,Bennett Playground,07/18/2017,07/22/2017,0,0,240,300,0,280,220,1040
Manhattan,Columbus Park - CPI,07/18/2017,07/22/2017,0,0,693,647,0,760,1201,3301
Manhattan,Poor Richard's Playground - CPI,07/18/2017,07/22/2017,0,0,100,100,141,0,102,443
Manhattan,White Park - CPI,07/18/2017,07/22/2017,0,0,45,32,12,42,32,163
Manhattan,Marcus Garvey,07/18/2017,07/22/2017,0,0,150,130,0,130,120,530
Manhattan,Thomas Jefferson Park,07/18/2017,07/22/2017,0,0,261,165,0,178,119,723
Manhattan,J Hood Wright - CPI,07/18/2017,07/22/2017,0,0,0,0,0,95,102,197
Staten Island,Mason Playground,04/16/2017,04/22/2017,0,0,150,60,180,100,60,550
Brooklyn,Sternberg Park - CPI,05/08/2017,05/13/2017,0,0,0,0,0,0,0,0
Manhattan,Raoul Wallenberg Playground - CPI,07/18/2017,07/22/2017,0,0,0,80,0,85,80,245
Bronx,Clark Playground - CPI,07/23/2017,07/29/2017,0,0,25,25,15,28,0,93
Manhattan,Wright Brothers Playground,07/18/2017,07/22/2017,0,0,197,133,0,171,102,603
Bronx,Loreto Playground,07/23/2017,07/29/2017,0,0,62,0,28,62,0,152
Manhattan,Bloomingdale Playground,07/18/2017,07/22/2017,0,0,80,250,0,120,65,515
Bronx,St Mary's East Playground,07/23/2017,07/29/2017,0,0,40,60,55,65,0,220
Bronx,Willis Playground - CPI,07/23/2017,07/29/2017,0,0,37,92,30,60,0,219
Bronx,Flynn Playground - CPI,07/23/2017,07/29/2017,0,0,18,9,13,18,0,58
Bronx,PFC Lozada Playground - CPI,07/23/2017,07/29/2017,0,0,30,27,20,24,0,101
Bronx,People's Park,07/23/2017,07/29/2017,0,0,17,24,10,16,0,67
Brooklyn,Garibaldi Playground - CPI,04/23/2017,04/29/2017,0,5,7,11,8,16,0,47
Bronx,Dawson Playground - CPI,07/23/2017,07/29/2017,0,0,37,65,23,75,0,200
Bronx,Barreto Playground - CPI,07/23/2017,07/29/2017,0,0,46,52,54,50,0,202
Bronx,Horseshoe Playground - CPI,07/23/2017,07/29/2017,0,0,32,40,20,25,0,117
Bronx,Behagen Playground,07/23/2017,07/29/2017,0,0,0,27,24,28,0,79
Bronx,Tiffany Playground,07/23/2017,07/29/2017,0,0,32,100,25,45,0,202
Bronx,Martin Van Buren Playground,07/23/2017,07/29/2017,0,0,59,101,0,83,0,243
Bronx,Abrams Playground,07/23/2017,07/29/2017,0,0,30,30,40,40,0,140
Bronx,Rev. James Polite Playground - CPI,07/23/2017,07/29/2017,0,0,0,80,60,85,0,225
Bronx,St. James Park,07/23/2017,07/29/2017,0,0,167,155,149,150,0,621
Bronx,Slattery Playground - CPI,07/23/2017,07/29/2017,0,0,95,0,75,80,0,250
Brooklyn,St Andrew's Playground - CPI,05/02/2017,05/06/2017,0,0,35,46,39,45,62,227
Bronx,Tremont Park,07/23/2017,07/29/2017,0,0,54,60,60,60,0,234
Bronx,Echo Park,07/23/2017,07/29/2017,0,0,30,40,45,43,0,158
Bronx,Mullaly Skate Park,07/23/2017,07/29/2017,0,0,90,85,100,95,0,370
Bronx,Mott Playground - CPI,07/23/2017,07/29/2017,0,0,39,41,48,30,0,158
Queens,Bayswater Park - CPI,07/09/2017,07/15/2017,0,0,113,192,284,0,265,854
Bronx,Claremont Park,07/23/2017,07/29/2017,0,0,41,47,39,46,0,173
Queens,Bayswater Park - CPI,07/23/2017,07/29/2017,0,0,202,353,108,189,0,852
Queens,Yellowstone Park,07/23/2017,07/29/2017,0,0,0,15,15,20,30,80
Queens,Charybdis Playground - CPI,07/23/2017,07/29/2017,0,0,135,120,105,130,150,640
Queens,Queensbridge Park,07/23/2017,07/29/2017,0,0,50,109,67,130,0,356
Brooklyn,John J Carty Park - CPI,04/16/2017,04/22/2017,11,0,0,12,8,6,9,46
Queens,Underhill Playground,07/23/2017,07/29/2017,0,0,40,94,38,51,35,258
Queens,Lou Lodati Playground (Torsney Plygd),07/23/2017,07/29/2017,0,0,31,39,26,37,42,175
Queens,Colden Playground - CPI,07/23/2017,07/29/2017,0,0,60,55,96,34,48,293
Queens,Athens Square Park - CPI,07/23/2017,07/29/2017,0,0,32,39,27,39,22,159
Staten Island,Schmul Playground,07/25/2017,07/29/2017,0,0,50,65,45,80,85,325
Staten Island,Mahoney Playground,07/25/2017,07/29/2017,0,0,22,0,46,37,48,153
Staten Island,Mason Playground,07/25/2017,07/29/2017,0,0,60,80,100,120,100,460
Staten Island,PS 35,07/23/2017,07/29/2017,200,0,30,0,25,35,180,470
Staten Island,Corporal Thompson - CPI,07/25/2017,07/29/2017,0,0,215,200,210,185,310,1120
Queens,Linden Playground (Park of the Americas) - CPI,07/23/2017,07/29/2017,0,0,520,560,480,494,560,2614
Brooklyn,Garibaldi Playground - CPI,04/30/2017,05/06/2017,0,8,9,0,3,6,0,26
Staten Island,Dugan Playground,07/25/2017,07/29/2017,0,0,65,89,49,52,43,298
Queens,Buz O'Rourke,07/23/2017,07/29/2017,0,0,65,55,55,40,45,260
Queens,Juniper Park,07/23/2017,07/29/2017,0,110,105,160,132,150,100,757
Queens,Mauro Playground,07/23/2017,07/29/2017,0,0,85,0,45,0,0,130
Queens,Lawrence Playground,07/23/2017,07/29/2017,0,0,0,85,0,60,100,245
Queens,London Planetree,07/23/2017,07/29/2017,0,0,90,90,110,100,0,390
Queens,Lower Highland Playground,07/23/2017,07/29/2017,0,0,60,30,30,70,20,210
Queens,Beach 30th Playground - CPI,07/23/2017,07/29/2017,0,0,111,100,89,98,0,398
Queens,Beach 59th Street Playground - CPI,07/23/2017,07/29/2017,0,0,44,67,32,95,51,289
Queens,Maple Playground - CPI,07/23/2017,07/29/2017,0,0,303,293,157,396,201,1350
Brooklyn,John J Carty Park - CPI,04/30/2017,05/06/2017,6,0,0,11,12,9,10,48
Queens,Playground for All Children - CPI,06/18/2017,06/24/2017,0,0,600,390,500,190,0,1680
Queens,Playground for All Children - CPI,06/25/2017,07/01/2017,0,0,0,200,0,0,0,200
Queens,Playground for All Children - CPI,07/09/2017,07/15/2017,0,0,550,385,420,0,630,1985
Queens,Playground for All Children - CPI,07/02/2017,07/08/2017,0,0,0,430,400,0,575,1405
Staten Island,Faber Park - CPI,07/25/2017,07/29/2017,0,0,76,65,94,53,62,350
Queens,Playground for All Children - CPI,07/16/2017,07/22/2017,0,0,530,580,565,700,470,2845
Manhattan,J Hood Wright - CPI,07/25/2017,07/29/2017,0,0,105,0,50,79,67,301
Manhattan,St. Catherine's Park,07/25/2017,07/29/2017,0,0,130,160,150,155,145,740
Manhattan,Wright Brothers Playground,07/25/2017,07/29/2017,0,0,188,0,91,101,103,483
Manhattan,Seward Park - CPI,07/18/2017,07/22/2017,0,0,300,350,275,400,375,1700
Bronx,Tiffany Playground,04/30/2017,05/06/2017,0,0,25,40,25,0,0,90
Manhattan,Thomas Jefferson Park,07/25/2017,07/29/2017,0,0,108,105,217,223,186,839
Manhattan,Poor Richard's Playground - CPI,07/25/2017,07/29/2017,0,0,120,80,140,100,120,560
Manhattan,Frederick Johnson Park,07/25/2017,07/29/2017,0,0,130,46,158,90,72,496
Manhattan,White Park - CPI,07/25/2017,07/29/2017,0,0,32,15,60,0,45,152
Manhattan,Columbus Park - CPI,07/25/2017,07/29/2017,0,0,753,0,833,760,1400,3746
Manhattan,Bloomingdale Playground,07/25/2017,07/29/2017,0,0,150,0,160,115,40,465
Manhattan,Bennett Playground,07/25/2017,07/29/2017,0,0,200,260,300,160,200,1120
Manhattan,Raoul Wallenberg Playground - CPI,07/25/2017,07/29/2017,0,0,85,0,55,90,50,280
Manhattan,Seward Park - CPI,07/25/2017,07/29/2017,0,0,325,0,300,315,270,1210
Brooklyn,PO Reinaldo Salgado Playground,07/16/2017,07/22/2017,0,0,56,39,48,60,55,258
Brooklyn,John J Carty Park - CPI,04/23/2017,04/29/2017,9,0,0,5,3,17,22,56
Brooklyn,PO Reinaldo Salgado Playground,07/23/2017,07/29/2017,0,0,45,52,63,0,0,160
Brooklyn,PO Reinaldo Salgado Playground,07/09/2017,07/15/2017,0,0,48,50,57,60,60,275
Brooklyn,Betsy Head Playground,07/23/2017,07/29/2017,0,0,100,100,80,100,65,445
Brooklyn,Dreier Offerman - CPI,07/23/2017,07/29/2017,0,0,55,55,55,80,20,265
Brooklyn,John J Carty Park - CPI,07/23/2017,07/29/2017,80,0,0,0,45,115,30,270
Brooklyn,Garibaldi Playground - CPI,07/23/2017,07/29/2017,0,0,65,59,70,75,60,329
Brooklyn,Linden Park,07/23/2017,07/29/2017,0,0,120,100,90,100,100,510
Brooklyn,William Sheridan Playground - CPI,07/23/2017,07/29/2017,0,0,100,50,60,0,0,210
Brooklyn,Seth Low,07/23/2017,07/29/2017,0,0,250,271,308,0,0,829
Brooklyn,Linden Park,07/23/2017,07/29/2017,0,0,150,100,150,0,0,400
Brooklyn,Kaiser Park,04/16/2017,04/22/2017,5,8,6,4,5,11,3,42
Brooklyn,Owls Head Park,07/23/2017,07/29/2017,0,0,45,56,60,0,0,161
Brooklyn,Dyker Beach Park - CPI,07/23/2017,07/29/2017,0,0,85,70,90,85,0,330
Brooklyn,Carroll Park,07/23/2017,07/29/2017,0,0,150,140,140,150,0,580
Brooklyn,Rappoport Playground,07/23/2017,07/29/2017,0,0,250,240,245,0,0,735
Brooklyn,McLaughlin Park,07/23/2017,07/29/2017,0,0,16,40,35,0,0,91
Brooklyn,Maria Hernandez Park,07/23/2017,07/29/2017,0,0,40,45,50,0,0,135
Brooklyn,Hattie Carthan,07/23/2017,07/29/2017,0,0,12,25,16,20,5,78
Brooklyn,St Andrew's Playground - CPI,07/23/2017,07/29/2017,0,0,65,55,50,30,55,255
Brooklyn,PO Reinaldo Salgado Playground,07/23/2017,07/29/2017,0,0,50,45,60,55,55,265
Brooklyn,Vincent Abate Playground - CPI,07/23/2017,07/29/2017,0,0,145,110,80,150,120,605
Brooklyn,Kaiser Park,04/30/2017,05/06/2017,9,2,4,2,8,6,5,36
Brooklyn,Kaiser Park,07/23/2017,07/29/2017,0,0,8,20,15,11,10,64
Brooklyn,Sternberg Park - CPI,07/23/2017,07/29/2017,0,0,78,75,80,50,70,353
Bronx,Rev. James Polite Playground - CPI,07/30/2017,08/05/2017,0,0,80,56,57,54,0,247
Brooklyn,Osborn Playground,07/23/2017,07/29/2017,0,0,30,35,33,35,38,171
Bronx,Clark Playground - CPI,07/30/2017,08/05/2017,0,0,25,25,30,35,0,115
Brooklyn,Lincoln Terrace Park,07/23/2017,07/29/2017,0,0,0,0,0,0,0,0
Bronx,Dawson Playground - CPI,07/30/2017,08/05/2017,0,0,80,98,132,150,0,460
Bronx,Willis Playground - CPI,07/30/2017,08/05/2017,0,0,55,30,77,80,0,242
Bronx,St Mary's East Playground,07/30/2017,08/05/2017,0,0,35,30,45,55,0,165
Bronx,Flynn Playground - CPI,07/30/2017,08/05/2017,0,0,0,18,25,25,0,68
Staten Island,Corporal Thompson - CPI,04/16/2017,04/22/2017,0,0,80,60,50,100,100,390
Brooklyn,Vincent Abate Playground - CPI,04/16/2017,04/22/2017,0,6,7,4,5,9,0,31
Bronx,People's Park,07/30/2017,08/05/2017,0,0,18,6,20,28,0,72
Bronx,St. James Park,07/30/2017,08/05/2017,0,0,150,162,190,182,0,684
Bronx,Slattery Playground - CPI,07/30/2017,08/05/2017,0,0,90,95,90,100,0,375
Bronx,Behagen Playground,07/30/2017,08/05/2017,0,0,33,6,27,26,0,92
Bronx,Mott Playground - CPI,07/30/2017,08/05/2017,0,0,30,13,27,31,0,101
Bronx,Mullaly Skate Park,07/30/2017,08/05/2017,0,0,40,45,85,92,0,262
Bronx,Echo Park,07/30/2017,08/05/2017,0,0,68,24,30,29,0,151
Bronx,Tremont Park,07/30/2017,08/05/2017,0,0,0,50,80,60,0,190
Bronx,Martin Van Buren Playground,07/30/2017,08/05/2017,0,0,76,57,83,101,0,317
Bronx,Claremont Park,07/30/2017,08/05/2017,0,0,41,23,26,35,0,125
Brooklyn,Garibaldi Playground - CPI,04/16/2017,04/22/2017,10,7,4,4,8,14,21,68
Bronx,Abrams Playground,07/30/2017,08/05/2017,0,0,38,30,40,40,0,148
Bronx,Loreto Playground,07/30/2017,08/05/2017,0,0,44,10,45,63,0,162
Bronx,Barreto Playground - CPI,07/30/2017,08/05/2017,0,0,54,39,43,53,0,189
Bronx,PFC Lozada Playground - CPI,07/30/2017,08/05/2017,0,0,25,12,30,30,0,97
Bronx,Horseshoe Playground - CPI,07/30/2017,08/05/2017,0,0,32,46,37,27,0,142
Bronx,Tiffany Playground,07/30/2017,08/05/2017,0,0,112,18,55,35,0,220
Brooklyn,Bushclinton Playground,07/31/2017,08/04/2017,0,20,15,15,10,0,0,60
Brooklyn,Bushclinton Playground,07/16/2017,07/22/2017,0,10,15,19,22,17,0,83
Brooklyn,Bushclinton Playground,07/09/2017,07/15/2017,0,15,15,30,14,1,0,75
Brooklyn,Bushclinton Playground,07/23/2017,07/29/2017,0,7,16,100,10,14,0,147
Bronx,Claremont Park,04/30/2017,05/06/2017,0,0,40,0,48,0,0,88
